TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-03-06 22:24:26.770,0.6053545,0.8778523,0.6560227,0.0,0.1729226,0.47403508,0.1950813,0.0,0.61585826,0.46297732,0.45735347,0.0,0.42399716,0.49880034,0.006812593,0.0,0.06984505,0.10440507,-0.29502836,0.0,745.82416,782.0879,812.3077,585.4579,521.39197,0.25885009765625,0.0487060546875,0.97821044921875,2.743988037109375,-5.899200439453125,-1.368255615234375,1,2.0,1.0,1.0,2.0,55.00
2020-03-06 22:24:27.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:27.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:28.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:28.804,1.4226997,0.49562678,0.39698675,0.0,1.2486792,0.058162395,0.046533562,0.0,0.9662495,0.36788207,0.33088374,0.0,0.5722528,0.45205227,0.24316977,0.0,0.7281559,-0.15115537,-0.3422953,0.0,732.52747,782.49084,811.50183,603.1868,720.0366,0.27691650390625,0.0452880859375,0.97296142578125,3.46923828125,-3.84307861328125,-1.92901611328125,1,1.0,1.0,1.0,1.0,55.00
2020-03-06 22:24:28.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:30.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:30.815,0.93849987,0.26327416,0.16556886,0.0,0.33268237,-0.09045283,-0.2537255,0.0,0.61024606,0.2128536,0.053859573,0.0,0.62825346,0.43417814,-0.044673525,0.0,0.22034588,-0.06945979,0.05723905,0.0,721.6484,790.9524,799.011,34.652016,523.4066,0.1263427734375,0.1263427734375,0.989013671875,7.9852294921875,-6.557159423828125,2.818756103515625,1,1.0,1.0,1.0,1.0,55.00
2020-03-06 22:24:31.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:31.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:32.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:32.830,1.1650656,0.64103705,0.5941947,0.0,0.23479024,0.38598958,0.22334732,0.0,0.52448326,0.5397023,0.8061827,0.0,0.5171558,0.4359833,0.13987824,0.0,0.40285408,0.04069772,0.006008303,0.0,927.9487,822.7839,792.96704,1151.5751,1213.6263,0.25457763671875,0.07550048828125,0.96392822265625,-0.2691650390625,-9.58526611328125,-7.200164794921875,1,1.0,1.0,1.0,1.0,60.00
2020-03-06 22:24:33.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:34.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:34.873,1.2320414,0.884098,0.56949455,0.0,1.0284048,0.31921908,0.10056786,0.0,1.1432962,0.2477671,0.79030013,0.0,0.6291041,0.38286427,0.31254327,0.0,0.6426804,-0.041053366,-0.093860485,0.0,782.8938,791.3553,807.8755,695.05493,530.2564,0.275146484375,0.08612060546875,0.97174072265625,2.624359130859375,-2.265472412109375,-0.2093505859375,1,1.0,1.0,1.0,1.0,60.00
2020-03-06 22:24:35.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:36.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:36.915,1.2320414,0.9013463,0.4873651,0.0,1.0284048,0.27364573,0.18732491,0.0,1.1432962,0.06616748,0.77940035,0.0,0.6291041,0.13015142,0.39051723,0.0,0.6426804,-0.18211956,0.0753806,0.0,834.4689,804.2491,806.26373,669.67035,462.56412,0.24847412109375,0.115234375,0.9708251953125,7.65625,-11.46942138671875,-6.041259765625,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:38.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:38.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:38.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:38.956,1.2320414,0.9149963,0.637429,0.0,1.0284048,0.22072056,0.29561982,0.0,1.1432962,0.015814358,0.426885,0.0,0.6291041,0.107681304,0.39425135,0.0,0.6426804,-0.17463058,0.27885863,0.0,647.1062,783.2967,812.3077,500.43958,402.9304,0.1412353515625,0.116455078125,0.9859619140625,3.581390380859375,-8.605804443359375,-1.30096435546875,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:39.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:39.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:39.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:39.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:40.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:40.983,1.2320414,0.7859542,0.76847315,0.0,1.0284048,0.42955568,0.36723578,0.0,1.1432962,0.6482376,1.077571,0.0,0.6291041,0.6186586,0.64502686,0.0,0.6426804,0.47151145,0.36621156,0.0,838.0952,812.71063,807.47253,1196.3004,501.24542,0.161376953125,0.110107421875,0.9912109375,1.637420654296875,-5.33843994140625,-0.441131591796875,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:41.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:42.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:42.989,1.2320414,0.7859542,0.6295021,0.0,1.0284048,0.42955568,0.46679264,0.0,1.1432962,0.6482376,0.60750633,0.0,0.6291041,0.6186586,0.5343874,0.0,0.6426804,0.47151145,0.4634765,0.0,763.95605,791.75824,814.7253,658.3883,505.67764,0.16680908203125,0.08917236328125,1.00299072265625,5.1739501953125,-6.482391357421875,-7.9852294921875,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:43.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:44.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:45.020,1.2320414,0.7859542,0.42128804,0.0,1.0284048,0.42955568,0.07238198,0.0,1.1432962,0.6482376,0.356393,0.0,0.6291041,0.6186586,0.39174208,0.0,0.6426804,0.47151145,0.3560157,0.0,754.2857,785.7143,812.71063,747.4359,892.8938,0.18853759765625,0.10015869140625,0.994384765625,1.98883056640625,-5.046844482421875,0.3289794921875,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:45.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:45.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:47.050,0.9693517,0.88349074,0.48254552,0.0,0.25906742,0.38136894,0.57013416,0.0,0.6982275,0.45629615,0.85753804,0.0,0.7751817,0.4763097,0.52002335,0.0,0.70281607,-0.0016823318,0.29524577,0.0,902.5641,821.978,826.8132,1146.7399,1114.5055,0.18316650390625,0.11334228515625,0.9569091796875,-0.70281982421875,-2.983245849609375,-0.665435791015625,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:47.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:47.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:48.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:48.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:49.056,0.9296318,1.0979726,0.47031927,0.0,0.26106966,0.14279704,0.16153567,0.0,0.69955844,-0.20305501,0.37302083,0.0,0.65848386,0.433441,0.48447862,0.0,0.46196038,-0.0902696,0.23661444,0.0,838.49817,817.1429,825.6044,1060.9158,1014.17584,0.22918701171875,0.04888916015625,0.9825439453125,2.64678955078125,-13.450775146484375,-2.7215576171875,1,1.0,1.0,1.0,1.0,60.00
2020-03-06 22:24:49.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:49.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:51.071,0.9296318,1.0979726,0.4130291,0.0,0.26106966,0.14279704,0.6789493,0.0,0.69955844,-0.20305501,0.95685625,0.0,0.65848386,0.433441,0.5801961,0.0,0.46196038,-0.0902696,0.78439194,0.0,798.20514,770.40295,850.989,730.5128,502.05127,0.19317626953125,0.12017822265625,0.9869384765625,-0.545806884765625,-9.8992919921875,16.665802001953125,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:51.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:51.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:51.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:52.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:52.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:53.084,0.9296318,1.035227,0.6037323,0.0,0.26106966,0.9822661,0.18559253,0.0,0.69955844,0.33175474,0.27315378,0.0,0.65848386,0.5878076,0.13935657,0.0,0.46196038,0.21085943,0.034422375,0.0,1135.0549,832.4542,787.326,1220.0732,969.0476,0.24005126953125,-0.06842041015625,1.0120849609375,1.2261962890625,-6.47491455078125,-2.699127197265625,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:53.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:53.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:54.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:55.096,0.9296318,1.035227,0.6037323,0.0,0.26106966,0.9822661,0.18559253,0.0,0.69955844,0.33175474,0.27315378,0.0,0.65848386,0.5878076,0.13935657,0.0,0.46196038,0.21085943,0.034422375,0.0,1025.8608,847.3626,805.4579,1625.4213,1566.9963,0.08050537109375,0.115234375,0.996826171875,6.063690185546875,-5.973968505859375,-17.503204345703125,1,2.0,1.0,1.0,2.0,60.00
2020-03-06 22:24:55.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:55.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:55.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:56.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:56.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:56.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:56.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:57.103,0.9296318,1.035227,0.6037323,0.0,0.26106966,0.9822661,0.18559253,0.0,0.69955844,0.33175474,0.27315378,0.0,0.65848386,0.5878076,0.13935657,0.0,0.46196038,0.21085943,0.034422375,0.0,846.55676,838.9011,805.4579,0.0,657.98535,0.01104736328125,0.147705078125,1.0462646484375,18.8116455078125,14.40032958984375,3.357086181640625,1,2.0,1.0,1.0,4.0,60.00
2020-03-06 22:24:57.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:24:57.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:59.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:24:59.167,0.9296318,1.035227,0.6037323,0.0,0.26106966,0.9822661,0.18559253,0.0,0.69955844,0.33175474,0.27315378,0.0,0.65848386,0.5878076,0.13935657,0.0,0.46196038,0.21085943,0.034422375,0.0,537.9121,826.4103,818.7546,1625.4213,50.76923,0.16156005859375,0.0965576171875,1.0406494140625,1.973876953125,-8.59832763671875,-2.175750732421875,1,2.0,1.0,1.0,4.0,60.00
2020-03-06 22:25:00.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:01.190,0.9296318,1.035227,0.6037323,0.0,0.26106966,0.9822661,0.18559253,0.0,0.69955844,0.33175474,0.27315378,0.0,0.65848386,0.5878076,0.13935657,0.0,0.46196038,0.21085943,0.034422375,0.0,597.5458,764.35895,873.5531,1625.4213,404.5421,0.08538818359375,0.17242431640625,1.01776123046875,10.4376220703125,-9.906768798828125,3.372039794921875,1,2.0,1.0,1.0,4.0,60.00
2020-03-06 22:25:01.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:01.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:01.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:02.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:02.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:03.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:03.220,0.9296318,1.035227,0.6037323,0.0,0.26106966,0.9822661,0.18559253,0.0,0.69955844,0.33175474,0.27315378,0.0,0.65848386,0.5878076,0.13935657,0.0,0.46196038,0.21085943,0.034422375,0.0,684.57874,803.44324,811.9048,1534.762,561.28204,0.131591796875,0.1383056640625,0.9754638671875,1.1065673828125,-11.5740966796875,12.63580322265625,1,2.0,1.0,1.0,4.0,60.00
2020-03-06 22:25:03.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:03.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:03.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:03.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:04.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:05.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:05.248,0.9296318,1.035227,0.26904055,0.0,0.26106966,0.9822661,0.03931134,0.0,0.69955844,0.33175474,0.17418131,0.0,0.65848386,0.5878076,0.24301295,0.0,0.46196038,0.21085943,-0.1578847,0.0,941.2454,778.46155,753.0769,1625.4213,1180.989,0.11541748046875,0.223388671875,0.9974365234375,1.607513427734375,-6.95343017578125,-4.2767333984375,1,2.0,1.0,1.0,4.0,60.00
2020-03-06 22:25:05.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:05.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:05.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:06.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:06.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:07.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:07.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-06 22:25:07.263,0.9296318,1.035227,0.62031835,0.0,0.26106966,0.9822661,0.8733335,0.0,0.69955844,0.33175474,1.1607797,0.0,0.65848386,0.5878076,0.7795717,0.0,0.46196038,0.21085943,0.58216023,0.0,765.16486,799.81683,807.8755,1001.28204,816.7399,0.121337890625,0.1666259765625,0.99359130859375,0.059814453125,-6.168365478515625,-3.476715087890625,1,2.0,1.0,1.0,4.0,60.00
2020-03-06 22:25:07.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:07.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:08.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:08.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-06 22:25:08.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
