TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-03-09 14:33:53.572,1.0605202,1.6986516,0.0,1.119256,0.5764896,0.7230658,0.0,0.7326759,0.6443288,0.52599585,0.0,0.7169987,0.49346027,0.4178989,0.0,0.7588249,0.26342928,0.0077883475,0.0,0.82244325,803.0403,823.1868,907.8022,820.3663,699.89014,-0.0538330078125,0.102783203125,1.00286865234375,1.86920166015625,-4.65057373046875,-0.620574951171875,1,1.0,1.0,1.0,1.0,85.00
2020-03-09 14:33:55.591,1.1469276,0.7849676,1.5805726,0.9898638,1.035708,0.12639186,1.2715579,0.48938707,1.0139965,0.42244646,1.2996488,1.0447834,0.55140674,0.27284557,0.589672,0.87821573,0.18070528,-0.11959248,0.1509624,0.504745,633.00366,1625.4213,0.0,643.8828,796.1905,-0.1822509765625,0.2275390625,0.99713134765625,49.64599609375,18.295745849609375,-63.1341552734375,1,1.0,1.0,1.0,1.0,85.00
2020-03-09 14:33:55.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 14:33:55.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2020-03-09 14:33:56.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 14:33:56.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 14:33:57.620,1.1484381,0.7995548,1.6372674,0.91853464,1.113539,0.18755923,1.2961093,0.09201631,0.92216486,0.41824016,1.2996488,0.8516742,0.43934685,0.26627582,0.6222147,1.0243367,0.27458078,-0.16376244,0.18158199,0.34103888,828.022,767.98535,863.47986,819.5604,719.2308,0.048828125,0.31365966796875,0.95867919921875,1.6448974609375,-3.768310546875,-3.521575927734375,1,1.0,1.0,2.0,1.0,85.00
2020-03-09 14:33:59.652,1.1484381,0.80803084,1.6372674,0.3342953,1.113539,0.07358695,1.2961093,0.5824552,0.92216486,0.44572765,1.2996488,1.1036988,0.43934685,0.0413876,0.6222147,0.9790501,0.27458078,-0.2292305,0.18158199,0.46859014,831.2454,808.2784,810.696,825.2015,702.3077,0.05340576171875,0.31756591796875,0.9542236328125,0.9271240234375,-6.83380126953125,-1.158905029296875,1,1.0,1.0,1.0,1.0,85.00
2020-03-09 14:34:01.678,1.1165208,0.9041821,0.6202836,0.60833925,0.9947675,0.7083385,0.06667505,-0.048186395,0.8955587,0.19494852,0.25702968,0.87968475,0.7796976,0.54767746,-0.0056087086,0.7601181,0.7190199,0.30463377,-0.30350423,0.7983303,676.52014,747.8388,719.6337,803.0403,827.2161,0.04718017578125,0.29925537109375,0.97259521484375,-0.964508056640625,14.16107177734375,-2.639312744140625,1,1.0,1.0,1.0,1.0,85.00
2020-03-09 14:34:03.684,1.1108383,0.9903802,0.7223054,0.60833925,0.35165852,0.7861104,0.09912254,-0.048186395,0.6960785,0.17748743,0.14959724,0.87968475,0.57436806,0.571932,0.05504039,0.7601181,0.23155631,0.36375463,-0.23075019,0.7983303,808.68134,821.5751,837.6923,818.3516,750.2564,0.06610107421875,0.256591796875,0.96820068359375,1.98883056640625,-4.687957763671875,-1.31591796875,1,1.0,1.0,1.0,1.0,85.00
2020-03-09 14:34:04.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
