TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-03-10 14:26:44.159,0.3596572,0.67345613,-0.061107073,0.37959674,0.14073233,0.24144317,-0.028112313,0.21273462,0.98460656,0.6678744,0.30901104,0.9748134,0.55161995,0.4975365,0.11290698,0.54086554,0.63410324,0.77859575,-0.63299483,0.50930166,799.41394,813.1135,143.0403,810.293,704.7253,-0.13653564453125,0.01947021484375,1.00555419921875,2.160797119140625,-6.841278076171875,-0.0,1,1.0,1.0,1.0,1.0,50.00
2020-03-10 14:26:46.168,0.9931409,0.58765006,-0.061107073,0.7584357,0.39880452,0.4033982,-0.028112313,0.3965544,1.0001552,0.47837898,0.30901104,1.1255585,0.4865687,0.5434576,0.11290698,0.5555534,0.5954759,0.60907096,-0.63299483,0.54307157,862.27106,754.68866,16.117216,855.42126,768.7912,-0.14874267578125,0.01666259765625,1.00640869140625,1.1663818359375,-4.463653564453125,-1.2860107421875,1,1.0,1.0,1.0,1.0,50.00
2020-03-10 14:26:47.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-10 14:26:48.188,-0.1468351,0.06967786,-0.061107073,0.23344298,-0.09793708,0.00680478,-0.028112313,0.32327217,0.8792906,0.13020529,0.30901104,0.9736116,0.47249788,0.42196405,0.11290698,0.5593482,0.62836194,-0.13103989,-0.63299483,0.55155045,780.4762,776.4469,48.35165,780.4762,924.3223,-0.17840576171875,0.02557373046875,0.996826171875,1.6748046875,-6.80389404296875,-1.682281494140625,1,1.0,1.0,1.0,1.0,50.00
2020-03-10 14:26:49.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-10 14:26:50.213,-0.1468351,0.97993016,-0.061107073,0.23344298,-0.09793708,0.36228186,-0.028112313,0.32327217,0.8792906,0.46144825,0.30901104,0.9736116,0.47249788,0.6537746,0.11290698,0.5593482,0.62836194,0.13673714,-0.63299483,0.55155045,807.8755,799.011,544.7619,801.02563,670.87915,-0.17425537109375,0.02459716796875,0.997314453125,2.489776611328125,-5.630035400390625,-0.58319091796875,1,2.0,1.0,1.0,2.0,50.00
2020-03-10 14:26:52.224,0.290781,-0.33377507,-0.061107073,0.68409044,-0.04210772,-0.1485115,-0.028112313,0.39079836,1.0599756,0.29488784,0.30901104,0.9970841,0.2260615,0.38994384,0.11290698,0.4426348,-0.0298318,-0.22705023,-0.63299483,0.26139948,766.3736,793.36993,481.0989,759.5238,724.87177,-0.1849365234375,0.03515625,0.9913330078125,0.710296630859375,-4.44122314453125,-2.190704345703125,1,1.0,1.0,2.0,1.0,50.00
2020-03-10 14:26:54.252,0.540108,0.46579555,-0.061107073,0.75914884,0.061937764,0.11554965,-0.028112313,0.42091644,0.798222,0.25708464,0.30901104,0.8418219,0.3642918,0.47797853,0.11290698,0.37613755,0.05567785,-0.17178485,-0.63299483,0.3084233,800.6227,792.5641,545.56775,786.1172,670.4762,-0.209716796875,0.04522705078125,0.98773193359375,1.487884521484375,-6.347808837890625,0.179443359375,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:26:54.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-10 14:26:55.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-10 14:26:56.276,0.540108,-0.09407778,-0.061107073,1.3821206,0.061937764,-0.101804756,-0.028112313,0.8422893,0.798222,-0.14630996,0.30901104,0.8529591,0.3642918,0.38239092,0.11290698,0.5735572,0.05567785,0.101174384,-0.63299483,0.06295397,799.011,778.46155,502.05127,817.9487,788.93774,-0.21429443359375,0.03851318359375,0.99761962890625,3.18511962890625,-4.1571044921875,-0.426177978515625,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:26:58.302,0.23298788,0.35889795,-0.061107073,0.25870857,0.33997017,0.1911021,-0.028112313,0.50596434,1.3354104,0.532868,0.30901104,1.1314185,0.5293058,0.5348248,0.11290698,0.66866904,0.6076621,0.60636425,-0.63299483,0.5870218,787.326,794.57874,496.00732,793.36993,799.41394,-0.1990966796875,0.05841064453125,0.99346923828125,3.446807861328125,-4.358978271484375,0.441131591796875,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:00.318,0.4197766,0.32278365,-0.061107073,0.6288674,0.11090878,-0.031850547,-0.028112313,0.35095206,1.2222826,0.61198246,0.30901104,1.2711114,0.3614342,0.69306135,0.11290698,0.5079433,0.45893463,0.62103266,-0.63299483,0.53427625,805.05493,805.05493,745.0183,797.3993,690.2198,-0.2010498046875,0.04833984375,0.9814453125,1.89910888671875,-6.228179931640625,-0.994415283203125,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:02.362,0.42468485,0.09033782,-0.061107073,0.55702996,0.15384898,-0.2738216,-0.028112313,0.3497207,1.2034303,0.18122934,0.30901104,1.0880322,0.2793433,0.6112134,0.11290698,0.46684253,0.559952,0.6690085,-0.63299483,0.5933914,815.9341,792.5641,663.6264,805.8608,733.3333,-0.2012939453125,0.03094482421875,0.99737548828125,1.278533935546875,-4.9346923828125,-2.70660400390625,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:04.371,0.18369348,0.6669568,-0.061107073,0.20502119,0.25215098,0.39257467,-0.028112313,0.22382525,1.1944064,0.6287123,0.30901104,1.0653638,0.63474166,0.76608026,0.11290698,0.7390721,0.5915045,0.5619474,-0.63299483,0.67226243,817.1429,820.3663,254.24908,808.68134,1023.8461,-0.1751708984375,0.03143310546875,1.0029296875,2.6318359375,-5.375823974609375,-1.27105712890625,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:06.372,0.4327057,0.6785677,-0.061107073,0.6104718,0.13521692,0.25807926,-0.028112313,0.3432242,1.4625993,0.5712237,0.30901104,1.3105133,0.6081538,0.76735485,0.11290698,0.7116129,0.49717855,0.58457786,-0.63299483,0.43428662,786.1172,793.7729,750.2564,783.2967,677.326,-0.18603515625,0.0284423828125,0.99652099609375,2.863616943359375,-4.02252197265625,0.067291259765625,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:08.395,0.52542865,0.6331505,-0.061107073,0.8424219,0.3463535,0.17517382,-0.028112313,0.47370377,1.3804551,0.37229335,0.30901104,1.5098137,0.5757639,0.48863858,0.11290698,0.7298634,0.5233822,0.5424966,-0.63299483,0.531305,843.3333,754.68866,732.52747,846.55676,901.75824,-0.1727294921875,0.02276611328125,1.00018310546875,1.33087158203125,-5.510406494140625,-0.381317138671875,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:10.435,0.33802637,0.24763668,-0.061107073,0.38083565,0.22880319,-0.017840294,-0.028112313,0.3684666,0.7150151,0.39249733,0.30901104,0.84315974,0.49924883,0.33244082,0.11290698,0.50627565,0.23686182,0.1451381,-0.63299483,0.40328237,824.3956,794.17584,520.58606,841.31866,998.86444,-0.1932373046875,0.0185546875,0.99847412109375,1.7645263671875,-3.566436767578125,-0.829925537109375,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:12.451,0.55041313,0.27370393,-0.061107073,0.81978995,0.4193393,-0.07316165,-0.028112313,0.51996326,1.1498315,0.16027877,0.30901104,1.0709356,0.5119855,0.40926272,0.11290698,0.47496033,-0.18772906,-0.028133644,-0.63299483,0.04379576,777.6557,819.15753,623.73627,785.7143,817.5458,-0.18389892578125,0.02545166015625,0.99188232421875,1.786956787109375,-4.35150146484375,-0.418701171875,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:12.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-10 14:27:14.500,-0.051545143,0.4345021,-0.061107073,0.27867213,-0.05350287,0.08514124,-0.028112313,0.4984872,0.67645013,-0.28627613,0.30901104,0.3656444,0.46091107,0.30101278,0.11290698,0.44152752,-0.21492387,0.22332942,-0.63299483,-0.18463841,809.89014,767.5824,589.89014,804.65204,760.7326,-0.19293212890625,0.01220703125,0.99755859375,1.06170654296875,-4.702911376953125,-1.906585693359375,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:16.516,0.8014338,0.9017667,-0.061107073,0.8912095,0.55025494,0.5840662,-0.028112313,0.72031987,1.0388534,0.3890732,0.30901104,1.2676132,0.59731066,0.7332353,0.11290698,0.793655,0.5696964,0.3418852,-0.63299483,0.7746706,802.23444,786.1172,1034.3224,789.34064,686.99634,-0.185791015625,0.00946044921875,0.99566650390625,2.190704345703125,-4.134674072265625,-1.136474609375,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:18.574,-0.3311887,-0.40554866,-0.061107073,-0.061513495,0.09656712,-0.3334191,-0.028112313,0.01161867,1.0171162,-0.03774939,0.30901104,0.96766186,0.3714938,0.28161302,0.11290698,0.4287395,-0.04251661,-0.12839347,-0.63299483,0.0738579,801.8315,781.685,753.0769,801.02563,724.87177,-0.167236328125,0.01593017578125,1.00433349609375,1.92901611328125,-5.54779052734375,-1.973876953125,1,1.0,1.0,2.0,1.0,55.00
2020-03-10 14:27:20.590,0.123242036,0.07206172,-0.061107073,0.37746495,0.0074575767,-0.5594568,-0.028112313,0.33898216,0.8960126,-0.14483087,0.30901104,0.76923347,0.2003598,0.31695816,0.11290698,0.45802432,-0.02680246,-0.10021654,-0.63299483,0.16906968,811.50183,786.52014,800.2198,811.9048,737.3626,-0.17926025390625,0.01995849609375,0.99725341796875,2.340240478515625,-5.435638427734375,-0.64300537109375,1,1.0,1.0,2.0,1.0,55.00
