TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-03-07 15:20:42.924,1.5310888,1.1427629,0.7524321,1.4543428,1.1135628,1.2608887,0.6144552,0.9892851,1.0765595,1.2016243,0.4827673,1.2380655,0.92658883,0.4369568,0.47545314,0.7288905,0.50572747,-0.3526773,-0.098448336,0.5412153,806.6667,843.3333,834.87177,1030.6959,780.4762,0.22467041015625,0.22381591796875,0.93609619140625,-5.5926513671875,-12.84515380859375,6.751556396484375,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:43.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:43.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:43.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:44.951,1.4567473,0.6063192,1.3798022,1.3901931,0.858536,0.34770215,0.9475093,0.95813566,0.8236625,0.37825263,0.66147214,0.61476207,0.99471116,0.12968534,0.3308275,0.64648086,0.6878006,-0.1389011,-0.31996924,0.45424306,902.96704,851.39197,861.8681,957.3626,951.31866,0.1419677734375,0.370361328125,0.98638916015625,-10.998382568359375,-8.62823486328125,-23.56689453125,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:45.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:46.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:46.958,1.6199055,1.1627127,0.5469866,0.83783066,1.4406073,0.6988865,0.023614645,0.85824317,1.6873966,0.82859075,0.80924994,1.1447972,1.377615,0.17787218,0.09136369,0.7942533,0.99483204,-0.19954626,-0.28467992,0.5265947,893.2967,847.3626,830.4396,951.7216,897.72894,0.113525390625,0.31988525390625,0.96246337890625,12.80029296875,-15.708770751953125,-0.22430419921875,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:47.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:48.979,1.1599373,0.5665049,0.34442437,0.91451234,0.37298393,0.28123748,0.2854299,0.5593935,0.75266165,0.5438097,0.64030844,0.9510897,0.76122165,0.21786213,0.08153474,0.5581545,0.54335535,-0.52610564,-0.34805834,0.48568547,849.7802,840.10986,816.337,894.90845,713.1868,0.25,0.21826171875,0.95513916015625,2.056121826171875,-6.1907958984375,-0.01495361328125,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:51.030,1.1523904,0.9351074,0.5020861,0.96622705,0.8200371,0.38914752,0.2138164,0.4896643,1.1121002,0.40196607,0.57149047,0.5286201,0.64758074,0.27322853,0.31915814,0.5629232,0.5625262,-0.35419118,-0.320834,0.17174785,859.45056,801.4286,812.71063,967.4359,876.77655,0.248779296875,0.1728515625,0.96185302734375,2.594451904296875,-3.84307861328125,-0.859832763671875,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:51.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:53.036,1.2145013,1.022032,0.5680642,1.2782795,0.7338131,1.0643138,0.32579023,0.5482089,1.1458337,0.93800986,0.6580279,0.88338506,0.78206867,0.3416621,0.09036274,0.6617175,0.43434113,-0.42808914,-0.4384741,0.46790096,835.2747,883.22345,803.44324,809.0842,699.89014,0.2462158203125,0.21075439453125,0.95001220703125,2.714080810546875,-4.486083984375,-0.934600830078125,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:55.074,1.004891,0.40822294,0.15129927,1.5544406,0.6755757,0.36513963,0.39823517,0.4589097,0.6522566,0.58559567,0.6568327,0.78722733,0.56840146,0.16611439,0.09172596,0.81965566,0.2833094,-0.23111695,-0.35080665,0.53224933,829.2308,839.304,816.337,782.49084,765.56775,0.18695068359375,0.19390869140625,0.94598388671875,6.646881103515625,-2.79632568359375,3.431854248046875,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:56.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:56.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:57.131,1.3062483,0.41165748,1.1240938,1.5544406,1.1416674,0.4520838,0.98487765,0.4589097,1.2902939,0.6232173,0.7638959,0.78722733,0.9466241,0.21797179,0.2403158,0.81965566,0.5885143,-0.33017522,-0.22935978,0.53224933,927.1429,857.4359,797.8022,1077.033,1307.1062,0.1968994140625,0.19097900390625,0.9697265625,1.457977294921875,-10.654449462890625,-3.170166015625,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:20:57.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:58.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-07 15:20:59.172,0.566669,0.5082201,0.6589643,1.5544406,0.81912,0.6794645,0.732037,0.4589097,0.68822485,0.4592917,0.87135816,0.78722733,0.976169,0.2366002,0.23133108,0.81965566,0.6222393,-0.3317866,-0.30465087,0.53224933,699.89014,808.2784,824.7985,512.9304,227.65567,0.2078857421875,0.14263916015625,1.0325927734375,8.50860595703125,10.706787109375,15.185394287109375,1,1.0,1.0,1.0,1.0,100.00
2020-03-07 15:21:00.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
