TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-03-09 08:21:18.687,1.2385825,0.98455155,0.9261088,1.2999578,0.74040514,0.86660504,0.8053167,0.90361226,1.1246054,0.7259565,0.93855506,1.3101363,0.7847548,0.18033871,0.25773925,1.0249308,0.23317654,-0.47342217,-0.04010079,0.6664215,887.6557,773.22345,977.9121,902.5641,841.31866,0.5916748046875,0.060791015625,0.76129150390625,-7.3272705078125,-29.002532958984375,-10.071258544921875,1,1.0,1.0,1.0,1.0,100.00
2020-03-09 08:21:19.698,1.419138,1.4304296,1.3164308,1.5520301,0.9022222,1.0425354,0.9467591,1.2995055,1.048216,0.8708995,0.9586287,1.1044165,0.7175248,-0.13816975,0.3643368,0.75130445,0.3184946,-0.34809193,-0.17146142,0.6399315,856.63007,787.326,952.1245,919.89014,663.22345,0.49468994140625,-0.057373046875,0.65216064453125,2.714080810546875,27.9034423828125,-13.27880859375,1,1.0,1.0,1.0,1.0,100.00
2020-03-09 08:21:19.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:19.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:20.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:20.709,1.419138,1.4669667,1.484074,1.541288,0.9022222,0.99589354,1.0722158,1.3533629,1.048216,0.86599624,0.8296973,1.0905213,0.7175248,-0.20292324,0.42983678,0.69930583,0.3184946,-0.33801824,-0.078276575,0.6705763,1045.6044,969.0476,1050.4396,1070.1831,1082.674,-0.01495361328125,0.245849609375,0.9493408203125,-2.175750732421875,23.8958740234375,-10.826416015625,1,1.0,1.0,1.0,1.0,100.00
2020-03-09 08:21:21.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:21.737,1.419138,1.5261906,1.3734471,1.541288,0.9022222,1.0832592,0.9583651,1.3533629,1.048216,0.8635339,0.74180514,1.0905213,0.7175248,-0.18253773,0.32090336,0.69930583,0.3184946,-0.32242256,-0.024617845,0.6705763,840.9158,779.2674,938.8278,943.663,1205.5677,-0.08697509765625,0.028076171875,0.9969482421875,-11.387176513671875,8.575897216796875,-4.104766845703125,1,2.0,1.0,1.0,2.0,100.00
2020-03-09 08:21:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:22.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:22.745,1.419138,1.5261906,1.328442,1.541288,0.9022222,1.0832592,0.9625795,1.3533629,1.048216,0.8635339,0.7389332,1.0905213,0.7175248,-0.18253773,0.4969009,0.69930583,0.3184946,-0.32242256,0.36438844,0.6705763,801.8315,770.40295,920.293,843.73627,875.56775,0.01446533203125,0.0113525390625,1.03460693359375,-7.3870849609375,-15.86578369140625,-5.4730224609375,1,2.0,1.0,1.0,2.0,100.00
2020-03-09 08:21:23.751,1.419138,1.5261906,1.4000486,1.541288,0.9022222,1.0832592,1.0581157,1.3533629,1.048216,0.8635339,0.90784276,1.0905213,0.7175248,-0.18253773,0.4329939,0.69930583,0.3184946,-0.32242256,0.15730324,0.6705763,830.4396,784.90845,938.022,894.90845,691.8315,0.33172607421875,0.01361083984375,0.984375,5.921630859375,-24.68841552734375,0.299072265625,1,2.0,1.0,1.0,2.0,100.00
2020-03-09 08:21:24.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 08:21:24.764,1.419138,0.9353622,1.1551741,1.541288,0.9022222,0.750496,0.89734554,1.3533629,1.048216,0.38218185,0.87522346,1.0905213,0.7175248,0.12315699,0.11417866,0.69930583,0.3184946,-0.23007257,-0.48361316,0.6705763,923.1135,780.87915,919.89014,906.1905,727.28937,0.4180908203125,0.09814453125,0.8985595703125,-2.459869384765625,-10.908660888671875,4.822540283203125,1,2.0,1.0,1.0,2.0,100.00
