TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-03-09 12:16:46.680,1.6005538,1.2686299,0.0,0.0,1.4916143,0.97065634,0.0,0.0,1.1451925,0.70053154,0.0,0.0,1.0142289,0.083323754,0.0,0.0,0.91822135,-0.27056125,0.0,0.0,861.8681,755.89746,733.3333,756.7033,834.87177,0.091796875,0.106689453125,1.0009765625,1.5850830078125,-4.523468017578125,-1.33087158203125,1,2.0,1.0,2.0,4.0,100.00
2020-03-09 12:16:47.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 12:16:48.697,1.6005538,1.1206349,0.0,0.0,1.4916143,1.0286548,0.0,0.0,1.1451925,0.8971464,0.0,0.0,1.0142289,0.14927343,0.0,0.0,0.91822135,-0.10299276,0.0,0.0,1116.1172,768.3883,1403.4066,40.29304,1216.044,0.05029296875,0.02081298828125,1.01513671875,-1.016845703125,-1.637420654296875,-4.538421630859375,1,2.0,1.0,2.0,4.0,100.00
2020-03-09 12:16:49.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 12:16:50.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 12:16:50.745,0.5530963,0.73010015,0.0,0.0,0.5534315,0.60617954,0.0,0.0,0.79895544,0.67842007,0.0,0.0,0.9295618,0.068130456,0.0,0.0,0.6162621,-0.32254854,0.0,0.0,624.94507,768.3883,863.47986,0.0,598.3516,-0.02935791015625,-0.0965576171875,1.011962890625,3.289794921875,-6.347808837890625,-0.70281982421875,1,1.0,1.0,4.0,4.0,100.00
2020-03-09 12:16:51.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 12:16:52.777,0.3247304,0.70064366,0.0,0.0,0.11758535,0.42482302,0.0,0.0,0.58162135,0.3339732,0.0,0.0,0.7265253,-0.06925216,0.0,0.0,0.5711986,-0.31871325,0.0,0.0,1073.0037,786.9231,1320.403,32.234432,1121.3553,-0.06573486328125,0.09375,1.028076171875,25.697784423828125,2.6318359375,28.42681884765625,1,1.0,1.0,4.0,4.0,100.00
2020-03-09 12:16:53.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-03-09 12:16:53.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
